* ====================================================================
* record-id : 20260808-023237-61e0c25
* testbench : tb_device_mv_fet.spice
* corner    : typical
* temp      : 27 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/home/ubuntu/.volare/gf180mcuD)
* ngspice   : ngspice-46 : Circuit level simulation program
313	6.2600000000e-01	6.2600000000e-01	2.0110931497e-04	-6.084107795e-05	2.0535245116e-04	-5.753520475e-05	2.5228900794e-04	-8.217804107e-05	
314	6.2800000000e-01	6.2800000000e-01	2.0155511723e-04	-6.099724068e-05	2.0588980642e-04	-5.770061334e-05	2.5288818337e-04	-8.244046611e-05	
315	6.3000000000e-01	6.3000000000e-01	2.0199879859e-04	-6.115295324e-05	2.0642524898e-04	-5.786557423e-05	2.5348426447e-04	-8.270196005e-05	
316	6.3200000000e-01	6.3200000000e-01	2.0244036414e-04	-6.130821770e-05	2.0695878205e-04	-5.803008938e-05	2.5407726879e-04	-8.296252698e-05	
317	6.3400000000e-01	6.3400000000e-01	2.0287981897e-04	-6.146303609e-05	2.0749040882e-04	-5.819416073e-05	2.5466721375e-04	-8.322217100e-05	
318	6.3600000000e-01	6.3600000000e-01	2.0331716821e-04	-6.161741048e-05	2.0802013251e-04	-5.835779022e-05	2.5525411666e-04	-8.348089617e-05	
319	6.3800000000e-01	6.3800000000e-01	2.0375241698e-04	-6.177134287e-05	2.0854795631e-04	-5.852097978e-05	2.5583799470e-04	-8.373870654e-05	
320	6.4000000000e-01	6.4000000000e-01	2.0418557041e-04	-6.192483528e-05	2.0907388345e-04	-5.868373131e-05	2.5641886495e-04	-8.399560614e-05	
321	6.4200000000e-01	6.4200000000e-01	2.0461663365e-04	-6.207788971e-05	2.0959791714e-04	-5.884604673e-05	2.5699674435e-04	-8.425159897e-05	
322	6.4400000000e-01	6.4400000000e-01	2.0504561184e-04	-6.223050815e-05	2.1012006062e-04	-5.900792791e-05	2.5757164973e-04	-8.450668900e-05	
323	6.4600000000e-01	6.4600000000e-01	2.0547251014e-04	-6.238269258e-05	2.1064031709e-04	-5.916937673e-05	2.5814359781e-04	-8.476088019e-05	
324	6.4800000000e-01	6.4800000000e-01	2.0589733373e-04	-6.253444495e-05	2.1115868981e-04	-5.933039507e-05	2.5871260521e-04	-8.501417649e-05	
325	6.5000000000e-01	6.5000000000e-01	2.0632008779e-04	-6.268576722e-05	2.1167518201e-04	-5.949098477e-05	2.5927868840e-04	-8.526658180e-05	
326	6.5200000000e-01	6.5200000000e-01	2.0674077750e-04	-6.283666132e-05	2.1218979693e-04	-5.965114769e-05	2.5984186376e-04	-8.551810003e-05	
327	6.5400000000e-01	6.5400000000e-01	2.0715940806e-04	-6.298712918e-05	2.1270253782e-04	-5.981088565e-05	2.6040214756e-04	-8.576873505e-05	
328	6.5600000000e-01	6.5600000000e-01	2.0757598468e-04	-6.313717271e-05	2.1321340793e-04	-5.997020049e-05	2.6095955596e-04	-8.601849070e-05	
329	6.5800000000e-01	6.5800000000e-01	2.0799051256e-04	-6.328679381e-05	2.1372241053e-04	-6.012909401e-05	2.6151410500e-04	-8.626737083e-05	
330	6.6000000000e-01	6.6000000000e-01	2.0840299693e-04	-6.343599438e-05	2.1422954887e-04	-6.028756801e-05	2.6206581061e-04	-8.651537925e-05	
331	6.6200000000e-01	6.6200000000e-01	2.0881344301e-04	-6.358477628e-05	2.1473482622e-04	-6.044562428e-05	2.6261468862e-04	-8.676251974e-05	
332	6.6400000000e-01	6.6400000000e-01	2.0922185606e-04	-6.373314140e-05	2.1523824586e-04	-6.060326462e-05	2.6316075476e-04	-8.700879608e-05	
333	6.6600000000e-01	6.6600000000e-01	2.0962824130e-04	-6.388109157e-05	2.1573981107e-04	-6.076049077e-05	2.6370402463e-04	-8.725421201e-05	
334	6.6800000000e-01	6.6800000000e-01	2.1003260399e-04	-6.402862865e-05	2.1623952513e-04	-6.091730452e-05	2.6424451374e-04	-8.749877128e-05	
335	6.7000000000e-01	6.7000000000e-01	2.1043494939e-04	-6.417575447e-05	2.1673739133e-04	-6.107370759e-05	2.6478223750e-04	-8.774247759e-05	
336	6.7200000000e-01	6.7200000000e-01	2.1083528276e-04	-6.432247084e-05	2.1723341296e-04	-6.122970174e-05	2.6531721121e-04	-8.798533462e-05	
337	6.7400000000e-01	6.7400000000e-01	2.1123360938e-04	-6.446877958e-05	2.1772759334e-04	-6.138528869e-05	2.6584945006e-04	-8.822734606e-05	
338	6.7600000000e-01	6.7600000000e-01	2.1162993453e-04	-6.461468248e-05	2.1821993575e-04	-6.154047017e-05	2.6637896915e-04	-8.846851555e-05	
339	6.7800000000e-01	6.7800000000e-01	2.1202426350e-04	-6.476018134e-05	2.1871044353e-04	-6.169524787e-05	2.6690578346e-04	-8.870884672e-05	
340	6.8000000000e-01	6.8000000000e-01	2.1241660158e-04	-6.490527792e-05	2.1919911997e-04	-6.184962350e-05	2.6742990790e-04	-8.894834319e-05	
341	6.8200000000e-01	6.8200000000e-01	2.1280695406e-04	-6.504997399e-05	2.1968596841e-04	-6.200359875e-05	2.6795135725e-04	-8.918700855e-05	
342	6.8400000000e-01	6.8400000000e-01	2.1319532625e-04	-6.519427130e-05	2.2017099217e-04	-6.215717529e-05	2.6847014620e-04	-8.942484637e-05	
343	6.8600000000e-01	6.8600000000e-01	2.1358172347e-04	-6.533817161e-05	2.2065419459e-04	-6.231035480e-05	2.6898628936e-04	-8.966186021e-05	
344	6.8800000000e-01	6.8800000000e-01	2.1396615103e-04	-6.548167664e-05	2.2113557901e-04	-6.246313893e-05	2.6949980121e-04	-8.989805361e-05	
345	6.9000000000e-01	6.9000000000e-01	2.1434861426e-04	-6.562478811e-05	2.2161514877e-04	-6.261552935e-05	2.7001069616e-04	-9.013343008e-05	
346	6.9200000000e-01	6.9200000000e-01	2.1472911847e-04	-6.576750774e-05	2.2209290721e-04	-6.276752767e-05	2.7051898851e-04	-9.036799311e-05	
347	6.9400000000e-01	6.9400000000e-01	2.1510766901e-04	-6.590983722e-05	2.2256885771e-04	-6.291913555e-05	2.7102469248e-04	-9.060174620e-05	
348	6.9600000000e-01	6.9600000000e-01	2.1548427122e-04	-6.605177826e-05	2.2304300361e-04	-6.307035459e-05	2.7152782217e-04	-9.083469279e-05	
349	6.9800000000e-01	6.9800000000e-01	2.1585893044e-04	-6.619333252e-05	2.2351534828e-04	-6.322118641e-05	2.7202839161e-04	-9.106683633e-05	
350	7.0000000000e-01	7.0000000000e-01	2.1623165201e-04	-6.633450169e-05	2.2398589511e-04	-6.337163262e-05	2.7252641473e-04	-9.129818026e-05	
351	7.0200000000e-01	7.0200000000e-01	2.1660244128e-04	-6.647528741e-05	2.2445464745e-04	-6.352169481e-05	2.7302190536e-04	-9.152872796e-05	
352	7.0400000000e-01	7.0400000000e-01	2.1697130363e-04	-6.661569135e-05	2.2492160871e-04	-6.367137456e-05	2.7351487725e-04	-9.175848284e-05	
353	7.0600000000e-01	7.0600000000e-01	2.1733824441e-04	-6.675571514e-05	2.2538678226e-04	-6.382067345e-05	2.7400534405e-04	-9.198744825e-05	
354	7.0800000000e-01	7.0800000000e-01	2.1770326897e-04	-6.689536042e-05	2.2585017150e-04	-6.396959305e-05	2.7449331933e-04	-9.221562756e-05	
355	7.1000000000e-01	7.1000000000e-01	2.1806638271e-04	-6.703462879e-05	2.2631177983e-04	-6.411813491e-05	2.7497881656e-04	-9.244302410e-05	
356	7.1200000000e-01	7.1200000000e-01	2.1842759098e-04	-6.717352189e-05	2.2677161066e-04	-6.426630058e-05	2.7546184913e-04	-9.266964118e-05	
357	7.1400000000e-01	7.1400000000e-01	2.1878689916e-04	-6.731204130e-05	2.2722966739e-04	-6.441409160e-05	2.7594243034e-04	-9.289548210e-05	
358	7.1600000000e-01	7.1600000000e-01	2.1914431264e-04	-6.745018862e-05	2.2768595344e-04	-6.456150951e-05	2.7642057339e-04	-9.312055015e-05	
359	7.1800000000e-01	7.1800000000e-01	2.1949983680e-04	-6.758796544e-05	2.2814047224e-04	-6.470855583e-05	2.7689629141e-04	-9.334484859e-05	
360	7.2000000000e-01	7.2000000000e-01	2.1985347703e-04	-6.772537332e-05	2.2859322720e-04	-6.485523207e-05	2.7736959744e-04	-9.356838066e-05	
361	7.2200000000e-01	7.2200000000e-01	2.2020523871e-04	-6.786241383e-05	2.2904422176e-04	-6.500153974e-05	2.7784050444e-04	-9.379114960e-05	
362	7.2400000000e-01	7.2400000000e-01	2.2055512724e-04	-6.799908852e-05	2.2949345936e-04	-6.514748033e-05	2.7830902526e-04	-9.401315863e-05	
363	7.2600000000e-01	7.2600000000e-01	2.2090314802e-04	-6.813539894e-05	2.2994094344e-04	-6.529305533e-05	2.7877517271e-04	-9.423441093e-05	
364	7.2800000000e-01	7.2800000000e-01	2.2124930644e-04	-6.827134663e-05	2.3038667744e-04	-6.543826623e-05	2.7923895947e-04	-9.445490968e-05	
365	7.3000000000e-01	7.3000000000e-01	2.2159360790e-04	-6.840693312e-05	2.3083066482e-04	-6.558311449e-05	2.7970039817e-04	-9.467465806e-05	
366	7.3200000000e-01	7.3200000000e-01	2.2193605781e-04	-6.854215991e-05	2.3127290904e-04	-6.572760159e-05	2.8015950135e-04	-9.489365919e-05	
367	7.3400000000e-01	7.3400000000e-01	2.2227666156e-04	-6.867702853e-05	2.3171341355e-04	-6.587172896e-05	2.8061628146e-04	-9.511191623e-05	
368	7.3600000000e-01	7.3600000000e-01	2.2261542458e-04	-6.881154046e-05	2.3215218183e-04	-6.601549807e-05	2.8107075088e-04	-9.532943227e-05	
369	7.3800000000e-01	7.3800000000e-01	2.2295235226e-04	-6.894569722e-05	2.3258921735e-04	-6.615891035e-05	2.8152292189e-04	-9.554621041e-05	
370	7.4000000000e-01	7.4000000000e-01	2.2328745001e-04	-6.907950026e-05	2.3302452358e-04	-6.630196723e-05	2.8197280673e-04	-9.576225374e-05	
371	7.4200000000e-01	7.4200000000e-01	2.2362072324e-04	-6.921295108e-05	2.3345810402e-04	-6.644467014e-05	2.8242041752e-04	-9.597756532e-05	
372	7.4400000000e-01	7.4400000000e-01	2.2395217738e-04	-6.934605113e-05	2.3388996213e-04	-6.658702049e-05	2.8286576633e-04	-9.619214820e-05	
373	7.4600000000e-01	7.4600000000e-01	2.2428181782e-04	-6.947880187e-05	2.3432010142e-04	-6.672901969e-05	2.8330886513e-04	-9.640600541e-05	
374	7.4800000000e-01	7.4800000000e-01	2.2460964998e-04	-6.961120476e-05	2.3474852539e-04	-6.687066914e-05	2.8374972583e-04	-9.661913996e-05	
375	7.5000000000e-01	7.5000000000e-01	2.2493567929e-04	-6.974326123e-05	2.3517523752e-04	-6.701197023e-05	2.8418836026e-04	-9.683155486e-05	
376	7.5200000000e-01	7.5200000000e-01	2.2525991115e-04	-6.987497271e-05	2.3560024134e-04	-6.715292434e-05	2.8462478017e-04	-9.704325310e-05	
377	7.5400000000e-01	7.5400000000e-01	2.2558235097e-04	-7.000634063e-05	2.3602354035e-04	-6.729353285e-05	2.8505899723e-04	-9.725423764e-05	
378	7.5600000000e-01	7.5600000000e-01	2.2590300418e-04	-7.013736640e-05	2.3644513807e-04	-6.743379714e-05	2.8549102306e-04	-9.746451144e-05	
379	7.5800000000e-01	7.5800000000e-01	2.2622187620e-04	-7.026805143e-05	2.3686503801e-04	-6.757371855e-05	2.8592086917e-04	-9.767407744e-05	
380	7.6000000000e-01	7.6000000000e-01	2.2653897243e-04	-7.039839712e-05	2.3728324370e-04	-6.771329846e-05	2.8634854702e-04	-9.788293856e-05	
381	7.6200000000e-01	7.6200000000e-01	2.2685429829e-04	-7.052840486e-05	2.3769975867e-04	-6.785253819e-05	2.8677406799e-04	-9.809109771e-05	
382	7.6400000000e-01	7.6400000000e-01	2.2716785920e-04	-7.065807602e-05	2.3811458645e-04	-6.799143910e-05	2.8719744340e-04	-9.829855778e-05	
383	7.6600000000e-01	7.6600000000e-01	2.2747966058e-04	-7.078741200e-05	2.3852773057e-04	-6.813000251e-05	2.8761868448e-04	-9.850532165e-05	
384	7.6800000000e-01	7.6800000000e-01	2.2778970784e-04	-7.091641415e-05	2.3893919459e-04	-6.826822974e-05	2.8803780239e-04	-9.871139219e-05	
385	7.7000000000e-01	7.7000000000e-01	2.2809800638e-04	-7.104508384e-05	2.3934898204e-04	-6.840612213e-05	2.8845480823e-04	-9.891677225e-05	
386	7.7200000000e-01	7.7200000000e-01	2.2840456163e-04	-7.117342241e-05	2.3975709647e-04	-6.854368097e-05	2.8886971303e-04	-9.912146465e-05	
387	7.7400000000e-01	7.7400000000e-01	2.2870937900e-04	-7.130143121e-05	2.4016354144e-04	-6.868090756e-05	2.8928252774e-04	-9.932547222e-05	
388	7.7600000000e-01	7.7600000000e-01	2.2901246390e-04	-7.142911157e-05	2.4056832050e-04	-6.881780322e-05	2.8969326325e-04	-9.952879777e-05	
389	7.7800000000e-01	7.7800000000e-01	2.2931382173e-04	-7.155646483e-05	2.4097143722e-04	-6.895436921e-05	2.9010193037e-04	-9.973144408e-05	
390	7.8000000000e-01	7.8000000000e-01	2.2961345790e-04	-7.168349230e-05	2.4137289516e-04	-6.909060683e-05	2.9050853986e-04	-9.993341393e-05	
391	7.8200000000e-01	7.8200000000e-01	2.2991137783e-04	-7.181019530e-05	2.4177269789e-04	-6.922651735e-05	2.9091310239e-04	-1.001347101e-04	
392	7.8400000000e-01	7.8400000000e-01	2.3020758691e-04	-7.193657513e-05	2.4217084898e-04	-6.936210204e-05	2.9131562859e-04	-1.003353353e-04	
393	7.8600000000e-01	7.8600000000e-01	2.3050209054e-04	-7.206263310e-05	2.4256735201e-04	-6.949736216e-05	2.9171612899e-04	-1.005352923e-04	
394	7.8800000000e-01	7.8800000000e-01	2.3079489413e-04	-7.218837049e-05	2.4296221056e-04	-6.963229896e-05	2.9211461408e-04	-1.007345838e-04	
395	7.9000000000e-01	7.9000000000e-01	2.3108600308e-04	-7.231378859e-05	2.4335542822e-04	-6.976691369e-05	2.9251109428e-04	-1.009332125e-04	
396	7.9200000000e-01	7.9200000000e-01	2.3137542278e-04	-7.243888867e-05	2.4374700856e-04	-6.990120759e-05	2.9290557994e-04	-1.011311811e-04	
397	7.9400000000e-01	7.9400000000e-01	2.3166315862e-04	-7.256367201e-05	2.4413695518e-04	-7.003518190e-05	2.9329808135e-04	-1.013284923e-04	
398	7.9600000000e-01	7.9600000000e-01	2.3194921599e-04	-7.268813986e-05	2.4452527168e-04	-7.016883785e-05	2.9368860872e-04	-1.015251487e-04	
399	7.9800000000e-01	7.9800000000e-01	2.3223360029e-04	-7.281229349e-05	2.4491196164e-04	-7.030217665e-05	2.9407717222e-04	-1.017211530e-04	
400	8.0000000000e-01	8.0000000000e-01	2.3251631689e-04	-7.293613414e-05	2.4529702868e-04	-7.043519951e-05	2.9446378194e-04	-1.019165079e-04	
401	8.0200000000e-01	8.0200000000e-01	2.3279737118e-04	-7.305966305e-05	2.4568047639e-04	-7.056790766e-05	2.9484844791e-04	-1.021112159e-04	
402	8.0400000000e-01	8.0400000000e-01	2.3307676854e-04	-7.318288146e-05	2.4606230838e-04	-7.070030229e-05	2.9523118011e-04	-1.023052797e-04	
403	8.0600000000e-01	8.0600000000e-01	2.3335451435e-04	-7.330579059e-05	2.4644252826e-04	-7.083238459e-05	2.9561198845e-04	-1.024987019e-04	
404	8.0800000000e-01	8.0800000000e-01	2.3363061397e-04	-7.342839167e-05	2.4682113965e-04	-7.096415575e-05	2.9599088277e-04	-1.026914850e-04	
405	8.1000000000e-01	8.1000000000e-01	2.3390507278e-04	-7.355068591e-05	2.4719814615e-04	-7.109561696e-05	2.9636787285e-04	-1.028836316e-04	
406	8.1200000000e-01	8.1200000000e-01	2.3417789613e-04	-7.367267451e-05	2.4757355139e-04	-7.122676939e-05	2.9674296844e-04	-1.030751443e-04	
407	8.1400000000e-01	8.1400000000e-01	2.3444908940e-04	-7.379435869e-05	2.4794735899e-04	-7.135761421e-05	2.9711617918e-04	-1.032660256e-04	
408	8.1600000000e-01	8.1600000000e-01	2.3471865793e-04	-7.391573962e-05	2.4831957256e-04	-7.148815259e-05	2.9748751469e-04	-1.034562781e-04	
409	8.1800000000e-01	8.1800000000e-01	2.3498660709e-04	-7.403681850e-05	2.4869019574e-04	-7.161838568e-05	2.9785698452e-04	-1.036459043e-04	
410	8.2000000000e-01	8.2000000000e-01	2.3525294222e-04	-7.415759652e-05	2.4905923216e-04	-7.174831463e-05	2.9822459815e-04	-1.038349066e-04	
411	8.2200000000e-01	8.2200000000e-01	2.3551766867e-04	-7.427807483e-05	2.4942668544e-04	-7.187794060e-05	2.9859036502e-04	-1.040232876e-04	
412	8.2400000000e-01	8.2400000000e-01	2.3578079177e-04	-7.439825462e-05	2.4979255922e-04	-7.200726471e-05	2.9895429450e-04	-1.042110498e-04	
413	8.2600000000e-01	8.2600000000e-01	2.3604231687e-04	-7.451813704e-05	2.5015685714e-04	-7.213628811e-05	2.9931639590e-04	-1.043981956e-04	
414	8.2800000000e-01	8.2800000000e-01	2.3630224929e-04	-7.463772326e-05	2.5051958283e-04	-7.226501192e-05	2.9967667848e-04	-1.045847275e-04	
415	8.3000000000e-01	8.3000000000e-01	2.3656059436e-04	-7.475701440e-05	2.5088073994e-04	-7.239343726e-05	3.0003515145e-04	-1.047706479e-04	
416	8.3200000000e-01	8.3200000000e-01	2.3681735741e-04	-7.487601163e-05	2.5124033210e-04	-7.252156525e-05	3.0039182395e-04	-1.049559593e-04	
417	8.3400000000e-01	8.3400000000e-01	2.3707254374e-04	-7.499471608e-05	2.5159836296e-04	-7.264939699e-05	3.0074670507e-04	-1.051406640e-04	
418	8.3600000000e-01	8.3600000000e-01	2.3732615868e-04	-7.511312887e-05	2.5195483617e-04	-7.277693360e-05	3.0109980385e-04	-1.053247646e-04	
419	8.3800000000e-01	8.3800000000e-01	2.3757820753e-04	-7.523125113e-05	2.5230975537e-04	-7.290417617e-05	3.0145112927e-04	-1.055082633e-04	
420	8.4000000000e-01	8.4000000000e-01	2.3782869559e-04	-7.534908397e-05	2.5266312422e-04	-7.303112579e-05	3.0180069024e-04	-1.056911626e-04	
421	8.4200000000e-01	8.4200000000e-01	2.3807762816e-04	-7.546662852e-05	2.5301494636e-04	-7.315778355e-05	3.0214849565e-04	-1.058734649e-04	
422	8.4400000000e-01	8.4400000000e-01	2.3832501052e-04	-7.558388588e-05	2.5336522546e-04	-7.328415053e-05	3.0249455432e-04	-1.060551724e-04	
423	8.4600000000e-01	8.4600000000e-01	2.3857084796e-04	-7.570085714e-05	2.5371396516e-04	-7.341022781e-05	3.0283887499e-04	-1.062362876e-04	
424	8.4800000000e-01	8.4800000000e-01	2.3881514577e-04	-7.581754340e-05	2.5406116913e-04	-7.353601646e-05	3.0318146640e-04	-1.064168127e-04	
425	8.5000000000e-01	8.5000000000e-01	2.3905790921e-04	-7.593394574e-05	2.5440684101e-04	-7.366151753e-05	3.0352233719e-04	-1.065967502e-04	
426	8.5200000000e-01	8.5200000000e-01	2.3929914355e-04	-7.605006526e-05	2.5475098448e-04	-7.378673210e-05	3.0386149598e-04	-1.067761023e-04	
427	8.5400000000e-01	8.5400000000e-01	2.3953885405e-04	-7.616590302e-05	2.5509360319e-04	-7.391166121e-05	3.0419895131e-04	-1.069548713e-04	
428	8.5600000000e-01	8.5600000000e-01	2.3977704597e-04	-7.628146009e-05	2.5543470080e-04	-7.403630592e-05	3.0453471170e-04	-1.071330595e-04	
429	8.5800000000e-01	8.5800000000e-01	2.4001372455e-04	-7.639673755e-05	2.5577428098e-04	-7.416066726e-05	3.0486878558e-04	-1.073106693e-04	
430	8.6000000000e-01	8.6000000000e-01	2.4024889505e-04	-7.651173645e-05	2.5611234739e-04	-7.428474627e-05	3.0520118138e-04	-1.074877028e-04	
431	8.6200000000e-01	8.6200000000e-01	2.4048256269e-04	-7.662645784e-05	2.5644890370e-04	-7.440854399e-05	3.0553190743e-04	-1.076641623e-04	
432	8.6400000000e-01	8.6400000000e-01	2.4071473270e-04	-7.674090277e-05	2.5678395357e-04	-7.453206143e-05	3.0586097205e-04	-1.078400500e-04	
433	8.6600000000e-01	8.6600000000e-01	2.4094541031e-04	-7.685507229e-05	2.5711750068e-04	-7.465529964e-05	3.0618838347e-04	-1.080153683e-04	
434	8.6800000000e-01	8.6800000000e-01	2.4117460073e-04	-7.696896742e-05	2.5744954868e-04	-7.477825961e-05	3.0651414991e-04	-1.081901193e-04	
435	8.7000000000e-01	8.7000000000e-01	2.4140230917e-04	-7.708258921e-05	2.5778010126e-04	-7.490094236e-05	3.0683827951e-04	-1.083643052e-04	
436	8.7200000000e-01	8.7200000000e-01	2.4162854084e-04	-7.719593867e-05	2.5810916208e-04	-7.502334890e-05	3.0716078039e-04	-1.085379282e-04	
437	8.7400000000e-01	8.7400000000e-01	2.4185330092e-04	-7.730901683e-05	2.5843673480e-04	-7.514548023e-05	3.0748166060e-04	-1.087109906e-04	
438	8.7600000000e-01	8.7600000000e-01	2.4207659461e-04	-7.742182470e-05	2.5876282311e-04	-7.526733734e-05	3.0780092814e-04	-1.088834945e-04	
439	8.7800000000e-01	8.7800000000e-01	2.4229842709e-04	-7.753436329e-05	2.5908743067e-04	-7.538892122e-05	3.0811859099e-04	-1.090554420e-04	
440	8.8000000000e-01	8.8000000000e-01	2.4251880353e-04	-7.764663361e-05	2.5941056116e-04	-7.551023287e-05	3.0843465705e-04	-1.092268354e-04	
441	8.8200000000e-01	8.8200000000e-01	2.4273772909e-04	-7.775863665e-05	2.5973221825e-04	-7.563127325e-05	3.0874913420e-04	-1.093976768e-04	
442	8.8400000000e-01	8.8400000000e-01	2.4295520894e-04	-7.787037341e-05	2.6005240560e-04	-7.575204336e-05	3.0906203025e-04	-1.095679683e-04	
443	8.8600000000e-01	8.8600000000e-01	2.4317124823e-04	-7.798184488e-05	2.6037112690e-04	-7.587254415e-05	3.0937335298e-04	-1.097377120e-04	
444	8.8800000000e-01	8.8800000000e-01	2.4338585209e-04	-7.809305203e-05	2.6068838582e-04	-7.599277659e-05	3.0968311012e-04	-1.099069101e-04	
445	8.9000000000e-01	8.9000000000e-01	2.4359902567e-04	-7.820399586e-05	2.6100418603e-04	-7.611274165e-05	3.0999130935e-04	-1.100755646e-04	
446	8.9200000000e-01	8.9200000000e-01	2.4381077409e-04	-7.831467732e-05	2.6131853121e-04	-7.623244028e-05	3.1029795831e-04	-1.102436778e-04	
447	8.9400000000e-01	8.9400000000e-01	2.4402110247e-04	-7.842509739e-05	2.6163142502e-04	-7.635187343e-05	3.1060306459e-04	-1.104112515e-04	
448	8.9600000000e-01	8.9600000000e-01	2.4423001592e-04	-7.853525704e-05	2.6194287114e-04	-7.647104206e-05	3.1090663575e-04	-1.105782880e-04	
449	8.9800000000e-01	8.9800000000e-01	2.4443751955e-04	-7.864515721e-05	2.6225287324e-04	-7.658994709e-05	3.1120867928e-04	-1.107447893e-04	
450	9.0000000000e-01	9.0000000000e-01	2.4464361845e-04	-7.875479886e-05	2.6256143501e-04	-7.670858947e-05	3.1150920265e-04	-1.109107575e-04	
451	9.0200000000e-01	9.0200000000e-01	2.4484831771e-04	-7.886418294e-05	2.6286856010e-04	-7.682697014e-05	3.1180821328e-04	-1.110761945e-04	
452	9.0400000000e-01	9.0400000000e-01	2.4505162241e-04	-7.897331040e-05	2.6317425219e-04	-7.694509001e-05	3.1210571854e-04	-1.112411024e-04	
453	9.0600000000e-01	9.0600000000e-01	2.4525353761e-04	-7.908218217e-05	2.6347851496e-04	-7.706295001e-05	3.1240172575e-04	-1.114054833e-04	
454	9.0800000000e-01	9.0800000000e-01	2.4545406839e-04	-7.919079918e-05	2.6378135207e-04	-7.718055107e-05	3.1269624221e-04	-1.115693392e-04	
455	9.1000000000e-01	9.1000000000e-01	2.4565321979e-04	-7.929916236e-05	2.6408276720e-04	-7.729789409e-05	3.1298927517e-04	-1.117326721e-04	
456	9.1200000000e-01	9.1200000000e-01	2.4585099685e-04	-7.940727264e-05	2.6438276401e-04	-7.741497999e-05	3.1328083182e-04	-1.118954839e-04	
457	9.1400000000e-01	9.1400000000e-01	2.4604740462e-04	-7.951513093e-05	2.6468134617e-04	-7.753180967e-05	3.1357091933e-04	-1.120577767e-04	
458	9.1600000000e-01	9.1600000000e-01	2.4624244812e-04	-7.962273815e-05	2.6497851736e-04	-7.764838403e-05	3.1385954482e-04	-1.122195524e-04	
459	9.1800000000e-01	9.1800000000e-01	2.4643613237e-04	-7.973009521e-05	2.6527428125e-04	-7.776470396e-05	3.1414671536e-04	-1.123808130e-04	
460	9.2000000000e-01	9.2000000000e-01	2.4662846238e-04	-7.983720302e-05	2.6556864149e-04	-7.788077036e-05	3.1443243800e-04	-1.125415605e-04	
461	9.2200000000e-01	9.2200000000e-01	2.4681944314e-04	-7.994406246e-05	2.6586160175e-04	-7.799658412e-05	3.1471671972e-04	-1.127017968e-04	
462	9.2400000000e-01	9.2400000000e-01	2.4700907966e-04	-8.005067445e-05	2.6615316570e-04	-7.811214612e-05	3.1499956750e-04	-1.128615239e-04	
463	9.2600000000e-01	9.2600000000e-01	2.4719737690e-04	-8.015703986e-05	2.6644333701e-04	-7.822745724e-05	3.1528098824e-04	-1.130207436e-04	
464	9.2800000000e-01	9.2800000000e-01	2.4738433985e-04	-8.026315959e-05	2.6673211933e-04	-7.834251835e-05	3.1556098882e-04	-1.131794580e-04	
465	9.3000000000e-01	9.3000000000e-01	2.4756997347e-04	-8.036903452e-05	2.6701951633e-04	-7.845733032e-05	3.1583957608e-04	-1.133376688e-04	
466	9.3200000000e-01	9.3200000000e-01	2.4775428272e-04	-8.047466553e-05	2.6730553167e-04	-7.857189402e-05	3.1611675681e-04	-1.134953781e-04	
467	9.3400000000e-01	9.3400000000e-01	2.4793727253e-04	-8.058005348e-05	2.6759016900e-04	-7.868621031e-05	3.1639253778e-04	-1.136525877e-04	
468	9.3600000000e-01	9.3600000000e-01	2.4811894784e-04	-8.068519925e-05	2.6787343199e-04	-7.880028005e-05	3.1666692570e-04	-1.138092995e-04	
469	9.3800000000e-01	9.3800000000e-01	2.4829931358e-04	-8.079010371e-05	2.6815532429e-04	-7.891410409e-05	3.1693992726e-04	-1.139655153e-04	
470	9.4000000000e-01	9.4000000000e-01	2.4847837467e-04	-8.089476770e-05	2.6843584955e-04	-7.902768327e-05	3.1721154910e-04	-1.141212371e-04	
471	9.4200000000e-01	9.4200000000e-01	2.4865613601e-04	-8.099919209e-05	2.6871501143e-04	-7.914101846e-05	3.1748179782e-04	-1.142764667e-04	
472	9.4400000000e-01	9.4400000000e-01	2.4883260250e-04	-8.110337773e-05	2.6899281359e-04	-7.925411047e-05	3.1775067999e-04	-1.144312060e-04	
473	9.4600000000e-01	9.4600000000e-01	2.4900777903e-04	-8.120732546e-05	2.6926925966e-04	-7.936696016e-05	3.1801820214e-04	-1.145854567e-04	
474	9.4800000000e-01	9.4800000000e-01	2.4918167047e-04	-8.131103613e-05	2.6954435329e-04	-7.947956835e-05	3.1828437077e-04	-1.147392208e-04	
475	9.5000000000e-01	9.5000000000e-01	2.4935428169e-04	-8.141451057e-05	2.6981809814e-04	-7.959193588e-05	3.1854919232e-04	-1.148925000e-04	
476	9.5200000000e-01	9.5200000000e-01	2.4952561756e-04	-8.151774963e-05	2.7009049785e-04	-7.970406356e-05	3.1881267323e-04	-1.150452961e-04	
477	9.5400000000e-01	9.5400000000e-01	2.4969568291e-04	-8.162075412e-05	2.7036155606e-04	-7.981595222e-05	3.1907481987e-04	-1.151976110e-04	
478	9.5600000000e-01	9.5600000000e-01	2.4986448258e-04	-8.172352488e-05	2.7063127641e-04	-7.992760267e-05	3.1933563858e-04	-1.153494465e-04	
